"annotation_id","annotator","comment","created_at","id","lead_time","rating","sentiment","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
523,"1","Спасибо огромнейшее за оперативность ❤️","2025-05-15T15:36:04.521709Z",3909442,1.891,5,"Нравится скорость отработки заявок","2025-05-15T15:36:04.521709Z","","","","",""
524,"1","Благодарю за работу!","2025-05-15T15:36:26.395471Z",3909517,11.745,5,"Понравилось выполнение заявки","2025-05-15T15:36:26.395471Z","","","","",""
525,"1","Все решили! Перезвонили . Спасибо ","2025-05-15T15:36:32.060332Z",3909595,8.175,5,"Вопрос решен","2025-05-15T15:36:50.722538Z","","","","",""
526,"1","спасибо ","2025-05-15T15:36:42.088600Z",3909630,3.367,5,"не подходит не к одой теме","2025-05-15T15:36:42.088600Z","","","","",""
527,"1","Очень быстро все сделали!!!!","2025-05-15T15:37:13.129199Z",3909682,18.61,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:37:13.129199Z","","","","",""
528,"1","Огромное Спасибо.","2025-05-15T15:37:18.124536Z",3909709,1.308,5,"не подходит не к одой теме","2025-05-15T15:37:18.124536Z","","","","",""
529,"1","Все отлично.  Жаль что для сотрудников компании на данные услуги не действуют скидки.","2025-05-15T15:37:33.529035Z",3909787,10.624,5,"не подходит не к одой теме","2025-05-15T15:37:33.529035Z","","","","",""
530,"1","очень быстро","2025-05-15T15:37:41.199868Z",3909810,3.27,5,"Нравится скорость отработки заявок","2025-05-15T15:37:41.199868Z","","","","",""
531,"1","Очень приятный менеджер консультант , которая всё правильно и подробно объясняет.","2025-05-15T15:37:58.554832Z",3909863,10.772,5,"Нравится качество работы сотрудников","2025-05-15T15:37:58.554832Z","","","","",""
532,"1","Спасибо !!!!все супер ","2025-05-15T15:38:04.495896Z",3909888,8.118,5,"Понравилось выполнение заявки","2025-05-15T15:38:12.932786Z","","","","",""
533,"1","спасибо большое! ","2025-05-15T15:38:18.024694Z",3909979,1.922,5,"не подходит не к одой теме","2025-05-15T15:38:18.024694Z","","","","",""
534,"1","Специалист пришёл очень быстро, все быстро исправил. Спасибо. ","2025-05-15T15:38:27.535837Z",3910052,5.948,5,"Нравится качество работы сотрудников","2025-05-15T15:38:27.535837Z","","","","",""
535,"1","всё супер, вопрос решён быстро)","2025-05-15T15:38:53.889578Z",3910060,5.538,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:38:53.889578Z","","","","",""
536,"1","Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ","2025-05-15T15:39:16.334097Z",3910089,16.807,5,"Нравится скорость отработки заявок","2025-05-15T15:39:16.334097Z","","","","",""
537,"1","спасибо большое за быстрое реагирование. ","2025-05-15T15:39:20.639711Z",3910166,4.221,5,"Нравится скорость отработки заявок","2025-05-15T15:39:25.773806Z","","","","",""
538,"1","спасибо","2025-05-15T15:39:48.425014Z",3910192,20.358,5,"не подходит не к одой теме","2025-05-15T15:39:48.425014Z","","","","",""
539,"1","спасибо девочкам операторам!","2025-05-15T15:39:55.574947Z",3910233,4.543,5,"Нравится качество работы сотрудников","2025-05-15T15:39:55.574947Z","","","","",""
540,"1","спасибо ","2025-05-15T15:39:59.724646Z",3910243,1.982,5,"не подходит не к одой теме","2025-05-15T15:39:59.724646Z","","","","",""
541,"1","Благодарю!","2025-05-15T15:40:07.360199Z",3910252,3.147,5,"не подходит не к одой теме","2025-05-15T15:40:07.360199Z","","","","",""
542,"1","Менеджер Елизавета  очень быстро решила мой вопрос, спасибо!","2025-05-15T15:40:13.114879Z",3910259,4.027,5,"Нравится качество работы сотрудников","2025-05-15T15:40:13.114879Z","","","","",""
543,"1","спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее. ","2025-05-15T15:40:29.650515Z",3910269,10.165,5,"не подходит не к одой теме","2025-05-15T15:40:29.650515Z","","","","",""
544,"1","Спасибо за работу, выполнена качественно и в срок","2025-05-15T15:40:41.663617Z",3910346,10.724,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:40:41.663617Z","","","","",""
545,"1","Спасибо !!","2025-05-15T15:40:47.486018Z",3910395,4.543,5,"не подходит не к одой теме","2025-05-15T15:40:47.486018Z","","","","",""
546,"1","Прям молодцы! Порадовали) все четко) ","2025-05-15T15:40:53.090169Z",3910406,4.45,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}","2025-05-15T15:40:53.090169Z","","","","",""
547,"1","Алексей профессионал в своем деле! Быстро нашел проблему и устранил ее. Огромное ему спасибо!","2025-05-15T15:41:06.360052Z",3910434,11.769,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:41:06.360052Z","","","","",""
548,"1","Да, подтверждаю ! Вчера вечером обнаружила что устранено. Спасибо","2025-05-15T15:41:21.787620Z",3910685,11.059,5,"Вопрос решен","2025-05-15T15:41:21.787620Z","","","","",""
549,"1","вопрос решён ","2025-05-15T15:41:25.636305Z",3910836,2.712,5,"Вопрос решен","2025-05-15T15:41:25.636305Z","","","","",""
550,"1","Спасибо за помощь
","2025-05-15T15:41:29.569961Z",3910841,2.969,5,"не подходит не к одой теме","2025-05-15T15:41:29.569961Z","","","","",""
551,"1","Спасибо за помощь
","2025-05-15T15:41:32.487476Z",3910865,1.739,5,"не подходит не к одой теме","2025-05-15T15:41:32.487476Z","","","","",""
552,"1","Спасибо! Очень быстро сработали!","2025-05-15T15:41:42.252076Z",3910908,8.896,5,"Нравится скорость отработки заявок","2025-05-15T15:41:42.252076Z","","","","",""
553,"1","Добрый день. Спасибо за разъяснение. Всего вам хорошего.","2025-05-15T15:41:54.181084Z",3910977,7.781,5,"Нравится качество работы сотрудников","2025-05-15T15:41:54.181084Z","","","","",""
554,"1","спасибо! ","2025-05-15T15:41:58.922892Z",3911003,3.609,5,"не подходит не к одой теме","2025-05-15T15:41:58.922892Z","","","","",""
555,"1","спасибо 
","2025-05-15T15:42:02.111709Z",3911008,2.742,5,"не подходит не к одой теме","2025-05-15T15:42:02.111709Z","","","","",""
556,"1","молодец электрик оперативно решил проблему ","2025-05-15T15:42:07.253714Z",3911065,3.689,5,"Нравится качество работы сотрудников","2025-05-15T15:42:07.253714Z","","","","",""
557,"1","Быстро и аккуратно!Благодарю!","2025-05-15T15:42:22.534364Z",3911104,14.184,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-15T15:42:22.535866Z","","","","",""
558,"1","спасибо большое! пусть убирают часто.... ","2025-05-15T15:42:29.473456Z",3911134,5.458,5,"не подходит не к одой теме","2025-05-15T15:42:29.473456Z","","","","",""
559,"1","очень оперативно!","2025-05-15T15:42:33.668871Z",3911142,3.31,5,"Нравится качество выполнения заявки","2025-05-15T15:42:33.668871Z","","","","",""
560,"1","Спасибо за оперативность ","2025-05-15T15:42:37.885511Z",3911154,2.66,5,"Нравится качество выполнения заявки","2025-05-15T15:42:37.885511Z","","","","",""
561,"1","все вежливо и информативно ❤️","2025-05-15T15:42:47.252704Z",3911182,7.852,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}","2025-05-15T15:42:47.252704Z","","","","",""
562,"1"," Спасибо вам за заботу о нас и нашем здоровье.Экология -это замечательно","2025-05-15T15:42:59.949905Z",3911339,10.605,5,"не подходит не к одой теме","2025-05-15T15:42:59.949905Z","","","","",""
563,"1","работа сотрудника офиса УК Евгении на 10+","2025-05-15T15:43:07.007947Z",3911355,5.451,5,"Нравится качество работы сотрудников","2025-05-15T15:43:07.007947Z","","","","",""
564,"1","Спасибо.","2025-05-15T15:43:09.301789Z",3911416,1.559,5,"не подходит не к одой теме","2025-05-15T15:43:09.301789Z","","","","",""
565,"1","спасибо за работу все быстро и качественно. ","2025-05-15T15:43:22.703091Z",3911421,12.554,5,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:43:22.703091Z","","","","",""
566,"1","Спасибо ","2025-05-15T15:43:26.570065Z",3911509,2.532,5,"не подходит не к одой теме","2025-05-15T15:43:26.570065Z","","","","",""
567,"1","Спасибо большое! Проблема была решена очень быстро!","2025-05-15T15:43:57.058976Z",3911514,19.502,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:43:57.058976Z","","","","",""
568,"1","Все отлично ","2025-05-15T15:44:02.863988Z",3911533,9.992999999999999,5,"Понравилось выполнение заявки","2025-05-15T15:44:13.905228Z","","","","",""
569,"1","Менеджеру Наталье и дежурного  сантехнику 09.09.2024  большая благодарность  за оперативное решение проблемы. ","2025-05-15T15:44:31.195937Z",3911553,15.722,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-15T15:44:31.195937Z","","","","",""
570,"1","Отлично!!!","2025-05-15T15:44:44.004428Z",3911561,11.78,5,"не подходит не к одой теме","2025-05-15T15:44:44.004428Z","","","","",""
571,"1","Спасибо! оперативно и в полной мере ответили на мой вопрос 👌","2025-05-15T15:44:56.803729Z",3911570,10.782,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-15T15:44:56.803729Z","","","","",""
572,"1","Быстро, качественно устранил наш засор ","2025-05-15T15:45:09.441610Z",3911586,12.182,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}","2025-05-15T15:45:09.441610Z","","","","",""
573,"1","Спасибо, все качественно и профессионально!","2025-05-15T15:45:24.757604Z",3911663,13.461,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}","2025-05-15T15:45:24.757604Z","","","","",""
574,"1","Быстро и качественно. Спасибо!","2025-05-15T15:45:30.691853Z",3911763,3.709,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-15T15:45:30.691853Z","","","","",""
575,"1","отличная функция, спасибо ","2025-05-15T15:46:16.374343Z",3911815,5.012,5,"не подходит не к одой теме","2025-05-15T15:46:16.374343Z","","","","",""
576,"1","Спасибо за выполненную работу!","2025-05-15T15:46:20.220245Z",3911905,2.879,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:46:20.220245Z","","","","",""
577,"1","очень оперативно, благодарю","2025-05-15T15:46:30.368204Z",3911957,8.298,5,"Нравится скорость отработки заявок","2025-05-15T15:46:30.368204Z","","","","",""
578,"1","спасибо","2025-05-15T15:46:34.322961Z",3911963,1.711,5,"не подходит не к одой теме","2025-05-15T15:46:34.322961Z","","","","",""
579,"1","спасибо большое!
","2025-05-15T15:46:38.065896Z",3911972,2.936,5,"не подходит не к одой теме","2025-05-15T15:46:38.065896Z","","","","",""
580,"1","оперативно и четко. сделали аккуратно, прибрались после работы ","2025-05-15T15:47:07.067955Z",3911983,9.915,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:47:07.067955Z","","","","",""
581,"1","Спасибо Александру за профессионализм и быструю работу. ","2025-05-15T15:47:17.473993Z",3912007,7.314,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-15T15:47:17.473993Z","","","","",""
582,"1","спасибо","2025-05-15T15:47:20.830859Z",3912029,2.427,5,"не подходит не к одой теме","2025-05-15T15:47:20.830859Z","","","","",""
583,"1","спасибо большое!!!🤗","2025-05-15T15:48:05.007414Z",3912041,22.012,5,"не подходит не к одой теме","2025-05-15T15:48:05.007414Z","","","","",""
584,"1","все отлично, сделали быстро и не дорого","2025-05-15T15:48:16.233218Z",3912121,9.864,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}","2025-05-15T15:48:16.233218Z","","","","",""
585,"1","Спасибо большое за оперативный ответ ","2025-05-15T15:48:20.583668Z",3912185,3.33,5,"Нравится скорость отработки заявок","2025-05-15T15:48:20.583668Z","","","","",""
586,"1","Спасибо огромное менеджеру по страхованию Евгении Гущиной за помощь в оформлении страховки!!!! Настоящий профессионал своего дела!!! Исчерпывающе ответила на все интересующие вопросы!!!! ","2025-05-15T15:48:25.286358Z",3912199,3.058,5,"Нравится качество работы сотрудников","2025-05-15T15:48:25.286358Z","","","","",""
587,"1","спасибо большое","2025-05-15T15:48:29.740128Z",3912201,3.394,5,"не подходит не к одой теме","2025-05-15T15:48:29.740128Z","","","","",""
588,"1","Оперативно,профессионально,спасибо","2025-05-15T15:48:36.131616Z",3912225,5.556,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-15T15:48:36.131616Z","","","","",""
589,"1","Специалист связывался по заявке, все починили! Спасибо ","2025-05-15T15:48:50.230307Z",3912227,11.95,5,"Вопрос решен","2025-05-15T15:48:50.230307Z","","","","",""
590,"1","В течении 2 часов после создания заявки все устранили, спасибо","2025-05-15T15:48:55.613489Z",3912230,4.482,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-15T15:48:55.613489Z","","","","",""
591,"1","Ремонт выполнен!","2025-05-15T15:48:58.803118Z",3912246,1.754,5,"Вопрос решен","2025-05-15T15:48:58.803118Z","","","","",""
592,"1","Быстро решили проблему! Спасибо!","2025-05-15T15:49:05.255884Z",3912277,3.92,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-15T15:49:05.255884Z","","","","",""
593,"1","Быстро решили проблему! Спасибо!","2025-05-15T15:49:10.813137Z",3912279,3.5,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-15T15:49:10.813137Z","","","","",""
594,"1","спасибо ","2025-05-15T15:49:13.333131Z",3912394,1.416,5,"не подходит не к одой теме","2025-05-15T15:49:13.333131Z","","","","",""
595,"1","Работа мастера, выполнена отлично! Проблема решилась только при личном визите в УК","2025-05-15T15:49:42.832182Z",3912521,28.679,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-15T15:49:42.832182Z","","","","",""
596,"1","Большое спасибо Оксане Петриной! ","2025-05-15T15:49:48.215159Z",3912769,3.738,5,"Нравится качество работы сотрудников","2025-05-15T15:49:48.215159Z","","","","",""
597,"1","Всё оперативно,спасибо!","2025-05-15T15:49:53.595064Z",3912975,4.347,5,"Нравится скорость отработки заявок","2025-05-15T15:49:53.595064Z","","","","",""
598,"1","Добрый день! Спасибо. Вопрос решен. ","2025-05-15T15:50:04.059667Z",3913158,8.967,5,"Вопрос решен","2025-05-15T15:50:04.059667Z","","","","",""
599,"1","Все быстро и четко!!! Спасибо!","2025-05-15T15:50:11.857019Z",3913176,6.374,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-15T15:50:11.857019Z","","","","",""
600,"1","Очень ответственная девушка в УК.","2025-05-15T15:50:31.917509Z",3913279,4.401,5,"Нравится качество работы сотрудников","2025-05-15T15:50:31.917509Z","","","","",""
601,"1","отлично всё работает ","2025-05-15T15:50:35.754776Z",3913316,2.827,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:50:35.754776Z","","","","",""
602,"1","Благодарность мастеру, сделал быстро и качественно. Премию Ренату. 🤝","2025-05-15T15:50:48.428424Z",3913442,10.506,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}","2025-05-15T15:50:48.428424Z","","","","",""
603,"1","Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно) ","2025-05-15T15:50:55.970844Z",3913486,6.19,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-15T15:50:55.970844Z","","","","",""
604,"1","отлично, спасибо!
","2025-05-15T15:51:00.164887Z",3913490,3.599,5,"не подходит не к одой теме","2025-05-15T15:51:00.164887Z","","","","",""
605,"1","Все четко объяснили, вопросов не осталось","2025-05-15T15:51:13.453217Z",3913509,9.453,5,"Нравится качество выполнения заявки","2025-05-15T15:51:13.453217Z","","","","",""
606,"1","ну вроде, получше...
Слава Богу","2025-05-15T15:51:18.218190Z",3913566,3.714,5,"не подходит не к одой теме","2025-05-15T15:51:18.218190Z","","","","",""
607,"1","Спасибо!","2025-05-15T15:51:21.784029Z",3913664,2.353,5,"не подходит не к одой теме","2025-05-15T15:51:21.784029Z","","","","",""
608,"1","Проблема решена, быстро и оперативно..","2025-05-15T15:51:42.053568Z",3913676,18.107,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}","2025-05-15T15:51:42.053568Z","","","","",""
609,"1","Всё отлично, спасибо!","2025-05-15T15:51:50.436729Z",3913730,6.917,5,"Понравилось выполнение заявки","2025-05-15T15:51:50.436729Z","","","","",""
610,"1","Очень быстро и вежливо))","2025-05-15T15:52:10.125096Z",3913971,15.595,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-15T15:52:10.125096Z","","","","",""
611,"1","Второй специалист все отлично решил. Спасибо.","2025-05-15T15:52:23.103880Z",3913976,11.411,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-15T15:52:23.103880Z","","","","",""
612,"1","Благодарю за оперативность!","2025-05-15T15:52:36.253836Z",3914036,12.513,5,"Нравится скорость отработки заявок","2025-05-15T15:52:36.253836Z","","","","",""
613,"1","Спасибо. ","2025-05-15T15:52:39.364279Z",3914082,1.673,5,"не подходит не к одой теме","2025-05-15T15:52:39.364279Z","","","","",""
614,"1","благадарю специалиста","2025-05-15T15:52:42.598873Z",3914097,1.601,5,"Нравится качество работы сотрудников","2025-05-15T15:52:42.598873Z","","","","",""
615,"1","Очень быстро и качественно, спасибо! ","2025-05-15T15:52:46.452289Z",3914189,5.635,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}","2025-05-15T15:52:49.689438Z","","","","",""
616,"1","Спасибо за оперативность ","2025-05-15T15:52:52.929493Z",3914220,6.512,5,"Нравится скорость отработки заявок","2025-05-15T15:52:57.960922Z","","","","",""
617,"1","Спасибо Большое! Всё сделано супер!","2025-05-15T15:53:04.585070Z",3914351,4.547,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:53:04.585070Z","","","","",""
618,"1","Комод убран. Большое спасибо за оперативное решение","2025-05-15T15:53:25.419551Z",3914367,19.238,5,"Нравится скорость отработки заявок","2025-05-15T15:53:25.419551Z","","","","",""
619,"1","Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!","2025-05-15T15:53:30.638726Z",3914531,3.992,5,"Нравится качество работы сотрудников","2025-05-15T15:53:30.638726Z","","","","",""
620,"1","Очень быстро отреагировали и устранили проблему ","2025-05-15T15:53:40.406508Z",3914571,8.394,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-15T15:53:40.406508Z","","","","",""
621,"1","спасибо большое за оперативность)))","2025-05-15T15:53:45.479190Z",3914595,3.999,5,"Нравится скорость отработки заявок","2025-05-15T15:53:45.479190Z","","","","",""
622,"1","Вот теперь все данные правильно внесены. Спасибо.","2025-05-15T15:53:51.020208Z",3914622,3.611,5,"не подходит не к одой теме","2025-05-15T15:53:51.020208Z","","","","",""
623,"1","спасибо 
","2025-05-15T15:53:53.081376Z",3914651,1.243,5,"не подходит не к одой теме","2025-05-15T15:53:53.081376Z","","","","",""
624,"1","Спасибо за оперативную помощь","2025-05-15T15:53:58.953745Z",3914767,3.728,5,"Нравится скорость отработки заявок","2025-05-15T15:53:58.953745Z","","","","",""
625,"1","Спасибо! Ключи рабочие","2025-05-15T15:54:06.003541Z",3914795,6.194,5,"не подходит не к одой теме","2025-05-15T15:54:06.003541Z","","","","",""
626,"1","Круто , быстро ,спасибо ","2025-05-15T15:54:13.648493Z",3914807,6.836,5,"Нравится скорость отработки заявок","2025-05-15T15:54:13.648493Z","","","","",""
627,"1","быстро, эффективно!","2025-05-15T15:54:20.616909Z",3914918,3.582,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-15T15:54:20.616909Z","","","","",""
628,"1","Все отлично","2025-05-15T15:54:23.316576Z",3915041,2.089,5,"не подходит не к одой теме","2025-05-15T15:54:23.316576Z","","","","",""
629,"1","Отличный сантехник!","2025-05-15T15:54:27.470071Z",3915053,2.368,5,"Нравится качество работы сотрудников","2025-05-15T15:54:27.470071Z","","","","",""
630,"1","Спасибо!!!","2025-05-15T15:54:29.447563Z",3915108,1.518,5,"не подходит не к одой теме","2025-05-15T15:54:29.447563Z","","","","",""
631,"1","очень оперативно. спасибо ","2025-05-15T15:54:33.999732Z",3915266,3.572,5,"Нравится скорость отработки заявок","2025-05-15T15:54:33.999732Z","","","","",""
632,"1","Как оперативно! Благодарю!","2025-05-15T15:54:38.056142Z",3915342,2.924,5,"Нравится скорость отработки заявок","2025-05-15T15:54:38.057159Z","","","","",""
633,"1","Благодарю за оперативность ","2025-05-15T15:54:41.405271Z",3915523,2.561,5,"Нравится скорость отработки заявок","2025-05-15T15:54:41.405271Z","","","","",""
634,"1","Быстро среагировали и решили проблему. Спасибо!","2025-05-15T15:54:46.769728Z",3915543,4.269,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-15T15:54:46.769728Z","","","","",""
635,"1","Быстро сделали.","2025-05-15T15:54:55.018028Z",3915644,7.282,5,"Вопрос решен","2025-05-15T15:54:55.018028Z","","","","",""
636,"1","Благодарю!","2025-05-15T15:54:57.880344Z",3916058,1.535,5,"не подходит не к одой теме","2025-05-15T15:54:57.880344Z","","","","",""
637,"1","Спасибо!","2025-05-15T15:55:00.563297Z",3916306,1.727,5,"не подходит не к одой теме","2025-05-15T15:55:00.563297Z","","","","",""
638,"1","Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность)","2025-05-15T15:55:16.702378Z",3916307,13.226,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-15T15:55:16.702378Z","","","","",""
639,"1","спасибо за консультацию","2025-05-15T15:55:22.538064Z",3916362,3.987,5,"не подходит не к одой теме","2025-05-15T15:55:22.538064Z","","","","",""
640,"1","быстро","2025-05-15T15:55:28.334493Z",3916376,2.011,5,"Нравится скорость отработки заявок","2025-05-15T15:55:28.334493Z","","","","",""
641,"1","все хорошо, очень доступно все объяснили","2025-05-15T15:55:35.669011Z",3916394,5.053,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}","2025-05-15T15:55:35.669011Z","","","","",""
642,"1","спасибо","2025-05-15T15:55:38.698705Z",3916430,2.61,5,"не подходит не к одой теме","2025-05-15T15:55:38.698705Z","","","","",""
643,"1","Спасибо за оперативность!","2025-05-15T15:55:43.817997Z",3916516,3.855,5,"Нравится скорость отработки заявок","2025-05-15T15:55:43.817997Z","","","","",""
644,"1","спасибо!","2025-05-15T15:55:46.187313Z",3916523,1.646,5,"не подходит не к одой теме","2025-05-15T15:55:46.187313Z","","","","",""
645,"1","Мастер на все руки! Спасибо большое 👍👍👍","2025-05-15T15:55:53.724619Z",3916525,6.173,5,"Нравится качество работы сотрудников","2025-05-15T15:55:53.724619Z","","","","",""
646,"1","Оперативно","2025-05-15T15:56:01.803763Z",3916678,2.638,5,"Нравится скорость отработки заявок","2025-05-15T15:56:01.803763Z","","","","",""
647,"1","Отличный мастер","2025-05-15T15:56:06.537173Z",3916720,3.825,5,"Нравится качество работы сотрудников","2025-05-15T15:56:06.537173Z","","","","",""
648,"1","да,  спасибо. пока не сломали)","2025-05-15T15:56:11.415505Z",3916845,2.23,5,"не подходит не к одой теме","2025-05-15T15:56:11.415505Z","","","","",""
649,"1","Оперативная работа👍","2025-05-15T15:56:14.509393Z",3917076,1.729,5,"Нравится скорость отработки заявок","2025-05-15T15:56:14.509393Z","","","","",""
650,"1","Оперативно","2025-05-15T15:56:17.251014Z",3917113,1.75,5,"Нравится скорость отработки заявок","2025-05-15T15:56:17.251014Z","","","","",""
651,"1","все очень быстро и качественно сделал сантехник Сергей!","2025-05-15T15:56:22.405826Z",3917220,3.788,5,"Нравится качество работы сотрудников","2025-05-15T15:56:22.405826Z","","","","",""
652,"1","Спасибо","2025-05-15T15:56:25.672469Z",3917257,1.714,5,"не подходит не к одой теме","2025-05-15T15:56:25.672469Z","","","","",""
653,"1","Спасибо огромное 🫶🏼","2025-05-15T15:56:35.651015Z",3917341,2.96,5,"не подходит не к одой теме","2025-05-15T15:56:35.651015Z","","","","",""
654,"1","Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне ","2025-05-15T15:57:01.082574Z",3917445,23.982,5,"Нравится качество выполнения заявки","2025-05-15T15:57:01.083574Z","","","","",""
655,"1","Спасибо большое за оперативное решение","2025-05-15T15:57:05.020246Z",3917598,2.537,5,"Нравится скорость отработки заявок","2025-05-15T15:57:05.020246Z","","","","",""
656,"1","Отличное обслуживание.","2025-05-15T15:57:08.905993Z",3917634,2.991,5,"Понравилось выполнение заявки","2025-05-15T15:57:08.905993Z","","","","",""
657,"1","Всё решили ","2025-05-15T15:57:13.626955Z",3917644,2.644,5,"Вопрос решен","2025-05-15T15:57:13.626955Z","","","","",""
658,"1","спасибо за оперативность
","2025-05-15T15:57:15.958156Z",3918105,1.687,5,"Нравится скорость отработки заявок","2025-05-15T15:57:15.958156Z","","","","",""
659,"1","Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ","2025-05-15T15:59:02.560707Z",3918118,8.453,5,"Вопрос решен","2025-05-15T15:59:02.560707Z","","","","",""
660,"1","Спасибо за оперативность! ","2025-05-15T15:59:04.985609Z",3918254,1.988,5,"Нравится скорость отработки заявок","2025-05-15T15:59:04.985609Z","","","","",""
661,"1","Ключи работают. ","2025-05-15T15:59:07.964431Z",3918621,1.918,5,"не подходит не к одой теме","2025-05-15T15:59:07.964431Z","","","","",""
662,"1","Спасибо большое!
Выполнили работу быстро и аккуратно!","2025-05-15T15:59:22.062365Z",3918647,13.234,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}","2025-05-15T15:59:22.062365Z","","","","",""
663,"1","Все быстро, качественно, как договорились. Спасибо.","2025-05-15T15:59:33.756047Z",3918748,7.646,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-15T15:59:33.756047Z","","","","",""
664,"1","Всё отлично! Спасибо большое!","2025-05-15T15:59:42.620512Z",3918861,7.462,5,"Понравилось выполнение заявки","2025-05-15T15:59:42.620512Z","","","","",""
665,"1","Самый вежливый работник ","2025-05-15T15:59:45.735596Z",3919084,2.613,5,"Нравится качество работы сотрудников","2025-05-15T15:59:45.735596Z","","","","",""
